-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1998 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,RH2M,WS10M
1999,4,25,7.55,10.79,0.0,59.62,3.75
1999,4,26,5.03,11.63,0.01,62.06,5.09
1999,4,27,3.58,8.07,0.0,70.25,4.34
1999,4,28,6.56,9.9,0.0,64.44,5.09
1999,4,29,7.75,10.73,0.0,62.94,4.27
1999,4,30,7.63,13.51,0.0,60.38,2.95
1999,5,1,7.73,14.58,0.0,56.5,5.32
1999,5,2,7.42,14.92,0.53,60.56,7.38
1999,5,3,4.13,16.23,3.2,72.0,9.7
1999,5,4,4.07,16.66,11.08,89.06,9.34
1999,5,5,3.22,14.58,14.83,88.5,7.83
1999,5,6,3.8,12.97,4.01,82.31,5.95
1999,5,7,1.81,8.38,9.5,90.06,9.92
1999,5,8,6.72,6.28,0.01,69.75,5.95
1999,5,9,2.52,7.34,16.91,72.62,4.22
1999,5,10,1.75,9.55,11.38,88.44,10.7
1999,5,11,2.46,10.67,12.21,87.12,4.26
1999,5,12,1.7,7.37,24.09,92.56,4.19
1999,5,13,3.77,7.04,2.86,80.25,5.78
1999,5,14,5.26,9.8,2.52,73.25,6.41
1999,5,15,3.38,13.64,2.9,88.25,5.54
1999,5,16,5.15,14.57,5.63,88.06,2.83
1999,5,17,6.01,11.21,0.01,76.12,6.08
1999,5,18,8.02,10.15,0.0,69.12,4.62
1999,5,19,5.76,14.42,0.43,72.56,6.19
1999,5,20,6.55,16.37,1.94,78.88,4.58
1999,5,21,6.31,12.92,0.0,74.06,4.43
1999,5,22,3.9,12.66,2.95,84.06,5.41
1999,5,23,4.11,7.73,0.86,75.88,8.06
1999,5,24,6.96,9.43,0.46,75.62,5.12
1999,5,25,8.15,11.74,0.0,61.5,6.03
1999,5,26,8.28,14.62,0.0,62.38,3.39
1999,5,27,8.32,16.94,0.2,61.81,4.45
1999,5,28,8.44,17.54,0.0,58.19,4.16
1999,5,29,8.16,20.57,0.2,64.88,5.02
1999,5,30,4.23,17.87,6.09,77.44,6.68
1999,5,31,2.89,10.6,1.03,76.5,5.86
1999,6,1,2.7,9.1,0.44,81.25,3.7
1999,6,2,7.31,14.3,0.04,76.25,1.91
1999,6,3,4.59,17.28,1.05,76.5,7.09
1999,6,4,5.91,20.5,18.16,87.81,6.69
1999,6,5,6.12,20.63,10.64,85.19,3.14
1999,6,6,6.59,21.34,4.71,80.0,5.61
1999,6,7,7.85,19.39,0.23,73.5,3.83
1999,6,8,5.62,19.76,4.55,83.88,4.02
1999,6,9,3.23,20.76,15.89,92.38,6.09
1999,6,10,6.6,15.52,0.48,73.69,3.61
1999,6,11,6.75,17.5,0.0,68.25,3.31
1999,6,12,7.79,18.01,0.01,71.5,4.2
1999,6,13,7.6,13.2,0.0,69.81,6.06
1999,6,14,6.91,10.51,0.01,67.38,4.84
1999,6,15,5.85,11.2,0.19,69.25,3.62
1999,6,16,7.04,11.79,0.0,62.38,3.27
1999,6,17,8.07,14.94,0.0,60.0,2.41
1999,6,18,5.64,15.77,0.03,67.19,4.92
1999,6,19,2.66,14.87,1.37,86.19,5.47
1999,6,20,5.01,19.27,1.02,82.88,5.27
1999,6,21,4.38,21.23,4.07,83.94,7.6
1999,6,22,6.32,22.58,13.71,86.88,8.06
1999,6,23,7.4,20.38,10.25,75.31,5.29
1999,6,24,8.51,19.55,0.03,63.44,4.26
1999,6,25,7.33,21.83,5.48,72.56,6.57
1999,6,26,4.18,21.19,3.07,77.69,5.4
1999,6,27,6.57,13.77,1.77,73.12,4.27
1999,6,28,3.17,13.09,4.77,79.38,4.32
1999,6,29,4.66,15.51,3.42,74.06,4.38
1999,6,30,7.31,17.77,2.56,73.44,4.27
1999,7,1,6.33,16.25,2.16,82.19,2.98
1999,7,2,6.64,17.05,2.86,80.5,3.7
1999,7,3,5.54,22.45,6.53,90.19,5.44
1999,7,4,2.76,24.33,15.37,89.69,4.56
1999,7,5,5.94,22.2,6.28,76.94,6.37
1999,7,6,8.38,19.14,0.0,60.75,6.3
1999,7,7,8.35,18.71,0.0,61.5,4.41
1999,7,8,1.71,18.81,26.45,87.44,4.91
1999,7,9,4.62,15.53,2.35,85.44,4.63
1999,7,10,8.08,17.55,0.0,69.19,2.95
1999,7,11,7.69,19.58,0.26,65.25,3.33
1999,7,12,7.28,20.71,4.29,67.12,5.73
1999,7,13,7.69,21.64,4.84,78.56,2.63
1999,7,14,7.73,22.48,7.67,80.31,2.81
1999,7,15,4.1,23.61,21.04,86.5,7.34
1999,7,16,6.84,17.99,1.53,76.5,5.23
1999,7,17,6.96,17.15,0.43,75.5,2.62
1999,7,18,5.09,18.66,2.87,79.69,3.39
1999,7,19,7.46,20.46,0.01,78.25,2.1
1999,7,20,6.82,21.23,0.06,80.38,3.39
1999,7,21,7.71,21.47,0.07,69.94,2.81
1999,7,22,2.7,23.87,4.26,77.94,3.52
1999,7,23,7.61,24.7,4.71,74.19,4.27
1999,7,24,7.82,24.22,0.0,56.19,3.62
1999,7,25,3.14,23.73,18.67,79.88,5.96
1999,7,26,7.77,18.52,0.04,63.75,4.95
1999,7,27,5.43,21.71,1.97,65.0,4.73
1999,7,28,7.68,22.79,0.61,67.75,3.82
1999,7,29,7.68,25.15,0.21,61.75,3.46
1999,7,30,3.7,22.83,0.2,67.44,4.4
1999,7,31,6.3,18.09,0.0,55.94,5.88
1999,8,1,6.5,17.61,0.06,59.12,4.07
1999,8,2,2.52,17.19,10.52,75.06,2.99
1999,8,3,6.76,18.9,9.63,71.19,2.84
1999,8,4,6.86,18.8,0.13,61.75,4.63
1999,8,5,6.82,21.23,0.01,62.44,4.2
1999,8,6,6.61,21.98,0.6,66.62,2.77
1999,8,7,3.63,19.04,0.46,66.94,5.58
1999,8,8,4.87,17.18,0.01,63.94,2.27
1999,8,9,3.69,19.7,16.77,76.0,6.66
1999,8,10,6.24,20.37,0.06,72.88,4.75
1999,8,11,1.92,20.01,21.05,82.88,2.73
1999,8,12,0.97,15.5,35.97,93.12,7.86
1999,8,13,6.43,14.9,0.54,75.31,4.88
1999,8,14,6.43,17.48,0.21,69.19,4.0
1999,8,15,3.75,19.29,0.78,77.06,6.89
1999,8,16,5.06,18.98,0.25,72.69,7.66
1999,8,17,4.92,18.86,2.31,76.62,3.27
1999,8,18,4.64,18.2,4.16,79.5,3.56
1999,8,19,5.98,18.65,0.07,76.81,1.52
1999,8,20,4.57,18.65,0.01,74.12,2.55
1999,8,21,5.88,19.94,1.01,81.12,3.16
1999,8,22,4.53,20.28,2.23,81.12,2.2
1999,8,23,4.05,18.5,19.69,83.56,5.68
1999,8,24,5.87,20.47,0.44,77.31,1.77
1999,8,25,5.88,20.85,0.01,75.56,3.82
1999,8,26,6.31,22.17,0.0,72.69,5.19
1999,8,27,6.16,22.36,0.0,58.19,2.99
1999,8,28,5.92,18.1,0.06,53.44,4.05
1999,8,29,5.02,15.04,0.0,56.06,5.32
1999,8,30,1.65,15.46,8.73,79.75,7.22
1999,8,31,5.77,21.58,0.02,70.94,7.85
1999,9,1,1.05,19.72,7.34,78.56,4.03
1999,9,2,1.06,15.48,12.8,89.69,4.62
1999,9,3,1.21,18.66,19.02,90.44,3.59
1999,9,4,1.77,15.94,10.63,92.19,5.28
1999,9,5,2.27,12.17,0.33,78.75,5.23
1999,9,6,6.03,15.8,0.0,70.56,5.3
1999,9,7,2.8,17.34,3.37,75.06,6.3
1999,9,8,2.06,11.69,1.55,77.12,7.17
1999,9,9,2.2,9.51,0.37,73.38,6.67
1999,9,10,2.7,9.81,3.25,80.38,5.47
1999,9,11,1.65,9.53,9.36,86.88,2.7
1999,9,12,2.65,10.52,1.97,84.88,4.05
1999,9,13,2.21,9.4,4.83,83.38,7.71
1999,9,14,2.57,9.99,0.35,78.44,6.84
1999,9,15,4.43,10.43,0.03,68.12,3.27
1999,9,16,5.29,12.87,0.05,64.38,4.49
1999,9,17,5.17,16.24,0.01,61.88,6.98
1999,9,18,4.22,14.04,1.31,72.94,4.63
1999,9,19,2.76,8.58,0.2,78.75,5.8
1999,9,20,4.69,5.76,0.08,66.56,2.96
1999,9,21,5.08,10.84,0.01,63.31,5.3
1999,9,22,4.51,15.58,0.0,66.25,4.41
1999,9,23,4.85,11.81,0.0,66.81,4.55
1999,9,24,4.85,11.94,0.0,63.25,5.46
1999,9,25,3.04,13.1,5.77,75.25,3.13
1999,9,26,1.38,10.34,11.15,85.12,5.04
1999,9,27,3.89,9.53,0.04,71.5,2.67
1999,9,28,3.27,6.89,0.01,72.06,4.1
1999,9,29,3.64,7.51,0.15,61.19,4.27
1999,9,30,1.62,5.68,0.02,69.44,8.53
1999,10,1,1.98,1.43,0.02,73.38,5.89
1999,10,2,3.24,0.48,0.0,60.06,4.2
1999,10,3,3.15,2.48,0.0,60.5,3.8
1999,10,4,2.88,4.37,0.0,69.44,3.98
1999,10,5,3.83,4.05,0.14,73.88,4.88
1999,10,6,3.25,3.24,0.29,60.81,5.98
1999,10,7,0.66,7.16,13.7,91.12,5.1
1999,10,8,4.16,9.98,0.14,79.25,4.46
1999,10,9,2.49,12.26,0.09,72.5,6.13
1999,10,10,3.92,8.44,0.0,72.56,4.99
1999,10,11,1.43,9.06,0.04,56.62,4.18
1999,10,12,1.37,7.33,0.09,72.0,6.61
1999,10,13,3.36,6.0,0.11,67.81,3.69
1999,10,14,2.62,8.86,1.03,67.06,5.72
1999,10,15,1.32,7.17,1.42,86.12,2.9
1999,10,16,1.12,4.29,0.19,81.0,6.89
1999,10,17,2.12,3.44,0.32,75.31,3.76
1999,10,18,0.99,3.15,4.88,85.94,4.66
1999,10,19,1.64,-0.06,0.4,85.06,5.41
1999,10,20,2.88,4.39,0.0,68.56,5.62
1999,10,21,2.86,7.51,0.0,70.69,8.76
1999,10,22,2.72,1.24,0.14,67.69,9.67
1999,10,23,3.24,0.16,0.01,65.12,3.77
1999,10,24,3.0,4.37,0.0,58.38,5.41
1999,10,25,3.19,7.25,0.0,56.62,7.95
1999,10,26,2.53,5.06,0.0,62.69,3.21
1999,10,27,2.55,6.98,0.0,66.94,6.53
1999,10,28,2.96,3.45,0.01,66.19,3.65
1999,10,29,1.54,5.33,0.86,78.5,3.82
1999,10,30,2.37,5.75,0.24,80.81,4.69
1999,10,31,2.9,9.66,0.0,63.31,5.41
1999,11,1,0.71,4.23,0.27,60.56,11.62
1999,11,2,2.76,-0.75,0.0,63.56,4.34
1999,11,3,2.73,2.02,0.0,53.62,2.4
1999,11,4,1.03,3.48,0.0,55.12,5.64
1999,11,5,2.53,0.7,0.0,62.19,6.59
1999,11,6,2.42,2.81,0.0,50.5,3.7
1999,11,7,2.6,6.05,0.0,69.62,5.68
1999,11,8,2.21,7.99,0.0,77.94,4.73
1999,11,9,1.93,6.55,0.0,82.38,4.02
1999,11,10,1.03,3.27,0.0,82.56,4.72
1999,11,11,1.69,1.84,0.0,85.75,4.7
1999,11,12,1.37,5.08,0.01,84.38,3.34
1999,11,13,1.83,8.01,0.0,63.38,8.34
1999,11,14,2.06,0.87,0.0,74.19,4.02
1999,11,15,2.15,2.25,0.0,67.56,2.67
1999,11,16,1.62,0.38,0.0,78.94,3.14
1999,11,17,2.18,1.62,0.0,75.44,4.59
1999,11,18,1.62,2.05,0.32,83.5,6.69
1999,11,19,1.99,-0.73,0.77,74.44,6.2
1999,11,20,0.81,-0.97,0.0,78.75,4.66
1999,11,21,1.7,0.05,0.01,90.69,2.08
1999,11,22,1.51,-0.96,0.04,89.69,3.76
1999,11,23,1.12,-1.22,0.69,82.94,4.41
1999,11,24,1.97,-0.25,0.02,75.69,4.23
1999,11,25,0.8,-0.49,0.02,77.94,4.44
1999,11,26,0.54,-0.92,0.01,84.31,5.85
1999,11,27,0.64,-2.33,0.0,81.19,4.82
1999,11,28,1.92,-3.77,0.0,77.69,4.57
1999,11,29,1.9,-6.62,0.0,77.88,2.9
1999,11,30,1.47,-1.62,0.02,71.69,7.84
1999,12,1,1.86,0.71,0.01,87.81,4.34
1999,12,2,0.54,0.24,0.1,90.94,3.23
1999,12,3,0.8,0.65,0.09,93.56,1.91
1999,12,4,0.43,-2.38,0.05,83.81,5.46
1999,12,5,1.05,-7.23,0.0,82.56,3.81
1999,12,6,1.62,-3.49,0.0,74.12,5.38
1999,12,7,1.41,-2.95,0.01,88.19,4.62
1999,12,8,1.42,-1.53,0.07,86.5,3.91
1999,12,9,1.18,-3.56,0.0,84.12,3.04
1999,12,10,1.3,-5.62,0.01,83.62,3.45
1999,12,11,1.39,-2.56,0.19,79.19,6.07
1999,12,12,1.44,-3.76,0.01,92.94,3.3
1999,12,13,0.95,-1.54,0.02,88.81,5.34
1999,12,14,0.39,-1.15,1.33,89.44,5.25
1999,12,15,0.97,-9.86,0.47,72.56,9.63
1999,12,16,1.38,-17.47,0.01,76.81,3.87
1999,12,17,1.21,-13.93,0.01,72.06,2.71
1999,12,18,1.04,-7.55,0.36,89.25,7.78
1999,12,19,0.85,-6.24,1.69,78.31,9.45
1999,12,20,1.17,-19.82,0.32,69.88,10.69
1999,12,21,1.3,-20.08,0.0,78.94,3.42
1999,12,22,1.31,-19.46,0.0,79.75,2.7
1999,12,23,0.86,-12.7,1.46,86.56,4.02
1999,12,24,0.88,-9.56,0.12,93.88,4.89
1999,12,25,1.63,-2.37,0.53,84.06,10.12
1999,12,26,0.85,-9.17,2.15,76.0,8.88
1999,12,27,1.3,-12.81,0.27,75.38,7.52
1999,12,28,1.36,-3.92,0.11,89.31,7.33
1999,12,29,1.52,0.11,0.08,86.62,7.83
1999,12,30,0.77,-6.58,0.74,86.94,4.66
1999,12,31,0.84,-6.34,0.03,86.12,4.96
2000,1,1,1.3,-9.87,0.03,85.88,5.07
2000,1,2,1.5,-6.49,0.15,92.62,3.87
2000,1,3,1.11,-8.95,0.65,87.62,4.09
2000,1,4,1.11,-15.42,0.13,77.38,5.33
2000,1,5,1.03,-9.94,2.2,88.19,7.02
2000,1,6,1.32,-13.09,0.16,84.56,7.08
2000,1,7,0.88,-11.95,0.08,92.31,5.59
2000,1,8,1.87,-5.15,0.51,94.19,4.2
2000,1,9,1.48,-4.27,0.32,94.62,5.01
2000,1,10,1.13,-3.85,1.7,91.5,4.41
2000,1,11,1.69,-18.2,0.04,79.19,7.38
2000,1,12,1.25,-18.96,1.05,80.56,4.27
2000,1,13,1.4,-15.26,0.28,86.81,2.2
2000,1,14,1.93,-11.89,0.04,93.5,5.25
2000,1,15,1.23,-10.07,0.21,90.38,5.83
2000,1,16,1.81,-16.68,0.03,77.12,6.16
2000,1,17,1.67,-9.36,0.15,91.62,9.06
2000,1,18,2.07,-14.36,0.0,86.38,4.91
2000,1,19,1.48,-17.5,1.53,86.56,6.05
2000,1,20,1.89,-21.14,0.44,89.38,4.73
2000,1,21,1.61,-20.73,0.27,83.38,4.38
2000,1,22,1.42,-15.27,0.47,88.0,8.41
2000,1,23,2.24,-19.5,0.08,86.31,8.04
2000,1,24,1.46,-13.52,0.04,93.38,6.7
2000,1,25,2.32,-15.52,0.01,85.81,5.27
2000,1,26,2.2,-16.74,0.0,87.81,3.27
2000,1,27,2.27,-14.86,0.02,90.5,5.7
2000,1,28,2.42,-12.85,0.0,91.69,4.93
2000,1,29,2.38,-11.95,0.01,89.12,2.88
2000,1,30,2.23,-11.01,0.01,94.19,5.42
2000,1,31,1.74,-8.94,0.04,92.38,6.95
2000,2,1,2.35,-11.06,0.11,87.06,4.22
2000,2,2,2.13,-4.09,0.85,88.81,8.66
2000,2,3,1.36,-7.3,1.87,90.19,9.9
2000,2,4,2.69,-9.11,0.14,87.25,6.8
2000,2,5,2.73,-9.57,0.0,89.88,5.55
2000,2,6,2.83,-8.08,0.02,90.19,5.8
2000,2,7,2.92,-11.67,0.02,85.44,4.11
2000,2,8,1.75,-5.01,0.01,86.44,7.63
2000,2,9,1.61,-7.42,1.8,83.62,5.12
2000,2,10,2.03,-14.25,0.7,78.94,6.49
2000,2,11,3.01,-18.33,0.06,80.44,3.7
2000,2,12,2.19,-13.87,1.25,86.38,3.77
2000,2,13,2.65,-16.99,0.06,88.44,4.62
2000,2,14,2.85,-10.67,0.5,92.5,4.81
2000,2,15,1.3,-11.26,6.0,92.25,5.17
2000,2,16,2.96,-17.09,0.13,88.44,3.3
2000,2,17,2.11,-11.68,0.53,94.5,2.68
2000,2,18,2.81,-10.84,0.37,91.69,2.84
2000,2,19,2.67,-10.65,0.04,94.88,5.85
2000,2,20,3.33,-6.59,0.01,90.75,5.27
2000,2,21,3.41,-4.28,0.04,93.31,4.52
2000,2,22,3.67,-0.23,0.33,89.88,3.57
2000,2,23,3.17,1.65,2.54,91.56,3.8
2000,2,24,1.42,1.88,1.12,95.88,4.68
2000,2,25,1.09,4.02,8.47,98.31,8.52
2000,2,26,1.21,2.32,0.41,86.5,7.99
2000,2,27,3.97,0.23,0.09,69.69,6.39
2000,2,28,1.8,3.56,0.02,64.0,8.79
2000,2,29,1.78,2.51,0.0,75.69,7.29
2000,3,1,2.08,-1.95,0.01,76.25,8.02
2000,3,2,3.87,-0.75,0.0,65.75,3.16
2000,3,3,3.73,3.83,0.0,68.06,5.84
2000,3,4,3.77,4.81,0.0,69.94,2.88
2000,3,5,4.29,7.91,0.0,66.38,5.11
2000,3,6,2.96,9.14,1.24,71.81,6.67
2000,3,7,4.49,9.0,0.01,74.12,3.81
2000,3,8,0.6,2.32,16.77,91.44,10.03
2000,3,9,2.97,-6.6,0.57,54.62,7.97
2000,3,10,3.46,-4.12,0.0,57.44,3.1
2000,3,11,3.36,-4.65,0.01,67.06,5.37
2000,3,12,4.52,-6.37,0.0,59.88,2.94
2000,3,13,2.36,-2.25,0.35,68.06,6.06
2000,3,14,2.22,-3.95,1.38,68.75,4.14
2000,3,15,4.44,-7.95,5.73,67.31,7.11
2000,3,16,3.48,-8.42,0.02,66.0,2.53
2000,3,17,2.12,-5.65,0.04,67.88,8.42
2000,3,18,4.95,1.89,0.06,65.62,4.8
2000,3,19,5.4,1.16,0.0,74.25,4.77
2000,3,20,2.01,1.18,0.1,87.44,3.91
2000,3,21,2.19,3.18,0.07,85.12,2.66
2000,3,22,5.27,5.8,0.0,69.38,4.91
2000,3,23,2.74,8.37,6.68,84.06,6.74
2000,3,24,0.9,7.4,6.09,90.0,7.58
2000,3,25,5.03,3.41,0.33,61.69,9.51
2000,3,26,2.23,2.73,0.53,64.12,7.3
2000,3,27,2.76,-0.39,0.32,72.12,9.54
2000,3,28,5.76,0.31,0.0,68.5,5.73
2000,3,29,5.94,2.81,0.04,68.19,2.29
2000,3,30,4.68,5.27,0.0,70.81,3.48
2000,3,31,1.45,4.09,0.18,77.88,6.3
2000,4,1,4.2,4.77,0.35,64.5,4.36
2000,4,2,1.53,4.04,4.15,74.0,4.95
2000,4,3,3.84,0.8,2.4,72.12,10.24
2000,4,4,6.22,1.37,0.1,57.38,4.45
2000,4,5,1.06,4.8,7.96,70.31,10.77
2000,4,6,6.15,-1.35,0.03,57.31,8.27
2000,4,7,5.06,-2.54,0.07,58.19,5.0
2000,4,8,4.12,2.28,0.13,58.94,6.35
2000,4,9,6.42,-0.67,0.02,63.38,6.04
2000,4,10,2.16,-1.7,4.89,68.56,3.12
2000,4,11,3.76,-1.52,0.27,70.19,5.11
2000,4,12,4.59,-1.17,1.05,74.06,6.35
2000,4,13,6.43,4.19,0.06,75.38,3.78
2000,4,14,0.93,-2.14,3.47,78.69,8.12
2000,4,15,5.25,-1.94,0.39,64.06,5.69
2000,4,16,5.75,-0.58,0.86,75.69,4.8
2000,4,17,4.46,1.11,0.24,82.31,3.88
2000,4,18,5.72,4.58,0.8,74.31,4.95
2000,4,19,4.15,2.55,5.26,67.56,8.23
2000,4,20,7.18,5.32,0.45,57.25,5.22
2000,4,21,6.99,9.14,0.04,50.44,2.99
2000,4,22,7.05,11.39,0.02,57.25,5.06
2000,4,23,7.14,10.4,0.01,66.25,5.83
2000,4,24,7.21,11.21,0.0,60.19,4.2
2000,4,25,6.25,12.58,0.0,57.06,3.84
2000,4,26,3.5,13.55,0.13,59.75,2.03
2000,4,27,4.81,11.63,0.33,78.75,4.96
2000,4,28,7.44,8.69,0.03,66.5,5.14
2000,4,29,7.43,8.33,1.08,62.94,4.89
2000,4,30,1.73,8.58,5.52,75.12,4.26
2000,5,1,5.64,10.25,0.61,63.56,5.34
2000,5,2,7.32,13.92,0.0,63.12,4.42
2000,5,3,6.1,18.25,0.1,51.69,7.4
2000,5,4,7.1,17.76,0.02,62.19,3.33
2000,5,5,6.11,22.01,0.08,55.38,6.55
2000,5,6,4.98,19.81,1.95,67.06,6.45
2000,5,7,4.2,15.72,12.0,75.69,3.35
2000,5,8,3.21,13.05,11.99,69.44,7.11
2000,5,9,7.49,11.82,0.0,53.25,3.97
2000,5,10,4.25,9.06,5.72,78.0,4.93
2000,5,11,1.8,10.75,9.55,89.19,4.07
2000,5,12,4.87,10.18,1.16,68.69,7.69
2000,5,13,3.7,4.46,0.72,65.44,9.85
2000,5,14,7.57,7.56,0.37,57.25,5.77
2000,5,15,5.75,12.37,4.55,59.69,2.08
2000,5,16,7.12,12.82,0.05,69.56,2.44
2000,5,17,6.05,12.32,0.09,66.12,5.64
2000,5,18,8.31,9.05,0.0,50.44,5.88
2000,5,19,8.06,10.39,0.0,47.38,4.72
2000,5,20,3.69,14.53,2.02,56.81,4.02
2000,5,21,5.29,16.23,1.97,66.88,3.04
2000,5,22,5.4,15.88,1.14,74.06,3.46
2000,5,23,7.77,16.38,0.0,48.69,7.59
2000,5,24,5.28,12.69,0.51,55.06,8.22
2000,5,25,8.28,12.68,0.0,57.38,4.5
2000,5,26,8.14,14.14,0.01,54.0,6.09
2000,5,27,1.34,8.78,11.46,78.69,4.9
2000,5,28,7.56,13.36,0.05,72.69,3.61
2000,5,29,3.7,15.15,5.4,77.88,5.05
2000,5,30,6.72,14.62,8.35,67.25,3.41
2000,5,31,4.57,13.94,1.94,54.25,3.85
2000,6,1,1.67,12.38,1.89,79.12,5.15
2000,6,2,5.77,12.44,0.92,59.0,4.19
2000,6,3,2.86,10.53,3.47,63.88,1.84
2000,6,4,5.86,11.15,4.28,71.56,2.95
2000,6,5,8.17,14.23,0.0,48.94,2.28
2000,6,6,7.36,15.54,0.04,52.62,4.12
2000,6,7,7.27,19.56,0.05,64.0,4.98
2000,6,8,6.77,22.9,0.03,54.56,4.45
2000,6,9,8.09,21.78,0.54,60.81,7.63
2000,6,10,3.7,21.35,0.96,66.12,6.61
2000,6,11,8.25,18.65,0.0,55.94,2.73
2000,6,12,6.28,18.14,0.65,58.19,6.8
2000,6,13,2.54,17.99,20.13,91.19,6.92
2000,6,14,1.81,15.2,19.1,87.56,6.94
2000,6,15,3.3,13.01,16.35,83.88,4.01
2000,6,16,4.14,9.49,4.34,74.88,7.12
2000,6,17,5.76,11.07,7.35,74.25,2.79
2000,6,18,6.84,13.5,2.16,71.38,3.22
2000,6,19,5.08,16.48,15.04,70.88,7.16
2000,6,20,1.91,18.73,7.62,82.5,8.65
2000,6,21,1.15,14.3,7.92,83.38,9.86
2000,6,22,6.63,17.8,0.95,73.44,5.3
2000,6,23,6.44,18.12,6.13,83.38,3.26
2000,6,24,8.03,17.34,0.02,71.31,3.7
2000,6,25,2.07,15.05,8.75,81.19,2.05
2000,6,26,7.21,14.77,0.31,72.12,6.84
2000,6,27,6.16,13.99,0.67,71.5,4.17
2000,6,28,7.15,14.57,1.25,68.88,4.97
2000,6,29,8.53,17.08,0.1,62.0,3.77
2000,6,30,8.41,20.87,0.07,58.69,5.93
2000,7,1,6.78,22.63,0.35,63.75,5.18
2000,7,2,3.7,18.57,1.08,80.69,4.99
2000,7,3,5.2,19.44,0.6,65.31,3.16
2000,7,4,5.77,22.47,5.82,77.12,4.44
2000,7,5,7.33,22.53,1.63,76.62,3.44
2000,7,6,4.31,21.0,0.88,69.62,4.68
2000,7,7,2.28,20.06,12.38,90.25,6.69
2000,7,8,4.67,23.02,11.45,84.88,3.02
2000,7,9,7.28,22.73,0.26,66.88,3.51
2000,7,10,7.38,22.58,0.03,68.19,2.45
2000,7,11,2.93,20.56,5.46,74.31,5.26
2000,7,12,7.65,22.37,1.74,70.12,4.27
2000,7,13,8.19,22.93,0.07,59.56,5.18
2000,7,14,7.93,22.37,0.0,61.94,4.18
2000,7,15,7.96,22.67,0.07,62.75,4.09
2000,7,16,7.64,20.62,0.46,59.62,6.2
2000,7,17,7.67,14.91,0.0,52.06,6.32
2000,7,18,6.21,14.19,1.7,58.94,2.34
2000,7,19,3.95,15.24,3.66,76.19,4.81
2000,7,20,6.7,15.5,0.04,65.81,5.93
2000,7,21,6.75,17.42,0.01,57.69,4.67
2000,7,22,6.06,19.5,0.07,56.06,1.68
2000,7,23,7.01,20.91,0.19,53.75,3.77
2000,7,24,4.99,21.11,5.81,75.31,6.09
2000,7,25,2.96,21.02,26.35,83.25,3.84
2000,7,26,6.63,20.94,0.72,73.38,3.98
2000,7,27,7.19,22.43,0.01,63.69,3.06
2000,7,28,6.92,21.83,0.07,69.62,2.96
2000,7,29,7.19,22.61,0.03,64.06,2.21
2000,7,30,6.96,23.32,0.11,55.19,3.59
2000,7,31,4.06,24.65,1.8,55.69,3.92
2000,8,1,7.37,22.81,0.09,57.56,5.82
2000,8,2,6.84,21.58,0.07,52.44,2.85
2000,8,3,3.33,20.88,0.04,51.88,2.77
2000,8,4,6.83,23.16,1.21,57.25,4.2
2000,8,5,4.25,21.13,11.72,86.12,4.04
2000,8,6,5.51,20.3,1.64,73.25,6.44
2000,8,7,6.56,20.7,0.39,62.25,3.66
2000,8,8,4.98,20.87,1.49,63.44,4.88
2000,8,9,7.26,21.01,0.0,49.44,4.72
2000,8,10,6.09,24.76,0.05,44.69,2.07
2000,8,11,5.25,25.76,0.47,51.5,6.78
2000,8,12,4.97,25.06,3.08,57.25,5.8
2000,8,13,6.46,20.46,7.37,58.75,3.39
2000,8,14,1.94,21.8,14.25,74.38,6.05
2000,8,15,7.14,17.16,0.0,51.0,5.8
2000,8,16,2.15,15.9,7.68,71.19,4.05
2000,8,17,3.66,16.92,1.03,75.56,4.51
2000,8,18,6.34,17.68,0.0,57.44,2.36
2000,8,19,4.91,18.8,0.13,56.5,5.61
2000,8,20,3.47,19.69,3.36,69.81,7.41
2000,8,21,6.36,19.2,1.94,60.94,5.16
2000,8,22,5.95,17.85,0.2,53.0,3.23
2000,8,23,6.59,20.18,0.04,49.12,2.81
2000,8,24,6.23,21.65,0.74,48.44,4.85
2000,8,25,2.99,21.94,2.85,64.25,3.45
2000,8,26,6.16,22.29,0.0,60.31,3.19
2000,8,27,1.99,21.13,0.55,69.0,6.19
2000,8,28,1.8,19.74,1.33,70.56,7.77
2000,8,29,6.15,17.65,0.69,47.81,2.9
2000,8,30,3.23,21.22,7.77,62.88,6.41
2000,8,31,1.69,16.11,7.21,81.94,6.35
2000,9,1,2.23,13.63,1.31,77.56,5.59
2000,9,2,0.94,13.54,5.3,92.19,4.63
2000,9,3,2.23,15.84,0.48,83.62,2.7
